network_packet_size,login_attempts,session_duration,ip_reputation_score,failed_logins,unusual_time_access,attack_detected,protocol_type_TCP,protocol_type_UDP,browser_type_Chrome,browser_type_Edge,browser_type_Firefox,browser_type_Safari,browser_type_Unknown
800,3,834,0,1,0,0,1,0,0,0,0,1,0
655,5,140,0,0,1,0,0,1,1,0,0,0,0
403,3,172,0,1,0,0,1,0,0,0,1,0,0
747,3,128,0,0,1,0,1,0,1,0,0,0,0
449,3,60,0,1,0,0,1,0,1,0,0,0,0
408,3,266,0,1,0,0,0,1,1,0,0,0,0
595,5,594,0,2,0,0,1,0,1,0,0,0,0
287,5,151,0,0,0,0,1,0,1,0,0,0,0
704,3,2828,0,1,0,1,1,0,1,0,0,0,0
288,3,960,0,0,0,0,1,0,0,0,1,0,0
289,3,700,0,0,0,1,1,0,1,0,0,0,0
318,4,915,0,0,0,0,1,0,0,0,1,0,0
651,5,458,0,1,0,1,0,1,1,0,0,0,0
376,5,507,0,2,0,0,1,0,0,1,0,0,0
230,6,1756,0,2,0,1,0,1,1,0,0,0,0
378,4,1023,0,0,1,0,1,0,0,0,0,1,0
493,2,709,0,1,0,0,1,0,1,0,0,0,0
263,6,2399,0,3,0,1,1,0,1,0,0,0,0
269,5,869,0,1,0,0,0,0,0,0,1,0,0
922,2,406,0,3,0,1,0,1,1,0,0,0,0
327,1,38,0,3,0,1,1,0,1,0,0,0,0
435,6,396,0,1,0,0,0,1,0,1,0,0,0
426,2,2070,0,2,0,0,1,0,1,0,0,0,0
415,4,36,0,2,0,0,1,0,1,0,0,0,0
624,3,163,0,1,0,0,1,0,0,0,1,0,0
689,3,1323,0,2,1,0,1,0,1,0,0,0,0
438,4,363,0,0,0,1,1,0,1,0,0,0,0
252,3,164,0,1,0,0,0,1,0,0,1,0,0
754,5,1352,0,0,0,1,1,0,0,0,0,0,1
480,4,653,0,2,0,1,0,1,1,0,0,0,0
846,5,636,0,2,0,0,1,0,0,1,0,0,0
64,11,278,0,2,0,1,1,0,0,1,0,0,0
539,2,899,0,1,0,0,0,1,1,0,0,0,0
883,4,1583,0,2,1,0,0,1,1,0,0,0,0
429,4,1109,0,2,0,0,0,1,0,0,1,0,0
454,3,758,0,1,0,0,1,0,0,0,0,1,0
559,6,345,0,3,0,1,0,1,0,1,0,0,0
388,5,1543,0,1,0,0,0,1,0,1,0,0,0
437,2,667,0,1,1,0,1,0,0,1,0,0,0
432,6,1762,0,1,0,0,1,0,1,0,0,0,0
374,7,234,0,3,0,1,1,0,0,1,0,0,0
745,8,849,0,1,0,1,1,0,1,0,0,0,0
592,2,2189,0,2,0,0,1,0,0,0,1,0,0
550,4,374,0,1,0,0,0,0,1,0,0,0,0
661,6,2417,0,2,0,1,1,0,0,0,1,0,0
447,5,398,0,4,1,1,0,1,0,1,0,0,0
345,4,460,0,4,0,1,1,0,1,0,0,0,0
379,7,1313,0,0,1,1,1,0,1,0,0,0,0
500,2,241,0,2,1,1,1,0,1,0,0,0,0
288,5,978,0,2,0,0,1,0,0,0,0,1,0
399,4,283,0,2,0,0,0,1,0,1,0,0,0
396,3,720,0,1,0,0,0,0,0,0,1,0,0
924,8,1196,0,1,0,1,1,0,1,0,0,0,0
64,3,21,0,1,0,1,0,1,1,0,0,0,0
464,4,74,0,4,0,1,1,0,0,0,0,0,1
845,5,2179,0,0,0,0,1,0,1,0,0,0,0
524,5,1353,0,3,0,1,1,0,0,1,0,0,0
650,8,1676,0,2,0,1,1,0,0,0,1,0,0
519,6,462,0,2,0,0,1,0,0,1,0,0,0
366,6,1008,0,0,1,0,1,0,0,0,1,0,0
64,4,5090,0,2,0,0,1,0,1,0,0,0,0
541,3,453,0,0,0,1,0,1,1,0,0,0,0
344,4,1500,0,2,0,0,1,0,0,1,0,0,0
339,5,66,0,2,0,0,1,0,0,0,0,1,0
400,1,627,0,4,0,1,1,0,0,0,1,0,0
848,4,324,0,3,0,1,0,1,0,0,1,0,0
980,2,592,0,1,0,0,0,1,0,0,1,0,0
543,5,96,0,3,0,1,0,1,0,0,1,0,0
407,5,366,0,0,0,0,1,0,0,1,0,0,0
264,3,63,0,1,0,0,1,0,0,1,0,0,0
593,7,482,0,3,1,1,0,1,0,0,1,0,0
856,3,466,0,2,0,1,1,0,1,0,0,0,0
450,2,320,0,1,0,0,1,0,1,0,0,0,0
64,1,2370,0,1,0,0,1,0,1,0,0,0,0
634,4,69,0,1,0,1,1,0,0,0,0,0,1
697,5,1393,0,3,1,1,1,0,0,0,0,1,0
182,1,350,0,3,0,1,1,0,1,0,0,0,0
535,4,177,0,2,0,1,1,0,1,0,0,0,0
590,4,254,0,0,1,0,1,0,1,0,0,0,0
485,6,1857,0,1,0,0,0,1,1,0,0,0,0
341,1,1393,0,2,0,0,1,0,1,0,0,0,0
703,6,12,0,2,1,1,1,0,1,0,0,0,0
419,6,127,0,3,0,1,1,0,0,0,1,0,0
202,4,899,0,4,0,1,1,0,0,0,1,0,0
90,5,305,0,1,0,1,1,0,0,0,0,0,1
752,8,2012,0,3,0,1,1,0,0,1,0,0,0
623,5,1235,0,2,0,0,1,0,1,0,0,0,0
517,3,1663,0,2,1,0,1,0,1,0,0,0,0
411,4,171,0,2,0,0,0,1,1,0,0,0,0
394,3,130,0,4,0,1,1,0,1,0,0,0,0
284,3,2149,0,1,1,1,1,0,0,1,0,0,0
413,6,414,0,1,0,1,1,0,0,1,0,0,0
75,5,429,0,1,0,0,0,0,0,1,0,0,0
352,4,923,0,2,1,0,1,0,1,0,0,0,0
437,1,405,0,1,0,0,0,1,1,0,0,0,0
621,7,1664,0,2,0,1,1,0,0,0,1,0,0
492,1,2556,0,1,1,1,1,0,1,0,0,0,0
658,3,323,0,0,0,1,1,0,1,0,0,0,0
769,2,186,0,2,0,0,1,0,0,0,1,0,0
711,3,62,0,2,1,1,1,0,1,0,0,0,0
594,2,193,0,1,0,0,1,0,1,0,0,0,0
502,1,120,0,2,0,1,1,0,0,0,1,0,0
303,5,23,0,2,0,0,1,0,1,0,0,0,0
647,7,38,0,1,0,1,1,0,0,0,0,1,0
835,1,569,0,2,1,0,0,1,1,0,0,0,0
568,2,984,0,2,0,1,0,1,0,0,0,0,1
883,4,3271,0,0,0,1,1,0,0,1,0,0,0
194,6,135,0,1,0,0,0,0,0,0,1,0,0
269,2,958,0,3,0,1,1,0,1,0,0,0,0
671,4,645,0,2,0,1,1,0,0,0,1,0,0
552,4,520,0,0,0,0,1,0,1,0,0,0,0
762,3,1023,0,3,0,1,1,0,0,0,1,0,0
496,3,218,0,1,0,1,1,0,0,0,1,0,0
326,2,298,0,1,0,0,1,0,1,0,0,0,0
457,4,388,0,1,0,1,1,0,0,0,0,0,1
193,3,161,0,2,0,0,1,0,1,0,0,0,0
274,1,521,0,2,0,1,0,1,0,0,1,0,0
694,2,113,0,2,0,1,0,1,0,0,1,0,0
674,1,306,0,2,0,1,1,0,1,0,0,0,0
572,8,96,0,2,0,1,1,0,0,1,0,0,0
155,6,29,0,1,1,0,1,0,0,0,1,0,0
428,3,351,0,3,0,1,1,0,0,0,0,0,1
255,5,768,0,2,1,0,1,0,1,0,0,0,0
735,2,131,0,2,0,0,1,0,0,0,0,1,0
383,6,4023,0,0,1,1,1,0,0,0,1,0,0
282,3,256,0,1,0,0,1,0,1,0,0,0,0
505,4,18,0,2,0,0,0,0,1,0,0,0,0
371,2,22,0,1,0,0,0,1,1,0,0,0,0
796,3,878,0,2,0,1,1,0,0,1,0,0,0
353,6,886,0,1,0,0,1,0,1,0,0,0,0
220,4,1863,0,2,1,0,0,1,0,1,0,0,0
69,2,76,0,2,0,1,1,0,0,1,0,0,0
493,5,377,0,1,0,1,1,0,1,0,0,0,0
387,4,1760,0,0,0,0,1,0,1,0,0,0,0
214,7,1278,0,1,1,1,1,0,0,1,0,0,0
737,6,212,0,1,0,1,0,1,0,0,0,1,0
633,4,1765,0,1,0,1,1,0,0,0,0,0,1
494,5,913,0,0,0,0,1,0,1,0,0,0,0
772,2,245,0,1,0,1,1,0,1,0,0,0,0
632,5,36,0,2,0,1,1,0,1,0,0,0,0
335,5,550,0,1,0,0,1,0,0,0,1,0,0
292,3,998,0,2,0,1,0,1,0,0,0,1,0
663,2,250,0,2,0,0,1,0,1,0,0,0,0
579,5,147,0,0,0,1,1,0,1,0,0,0,0
533,8,62,0,2,0,1,1,0,0,0,1,0,0
330,5,1476,0,0,0,1,1,0,0,1,0,0,0
621,4,45,0,1,0,1,1,0,1,0,0,0,0
348,3,752,0,3,0,1,1,0,1,0,0,0,0
479,4,1152,0,3,0,1,1,0,1,0,0,0,0
789,4,1213,0,1,0,1,1,0,1,0,0,0,0
367,3,848,0,0,0,0,1,0,1,0,0,0,0
185,1,846,0,2,0,0,0,0,0,0,1,0,0
289,3,514,0,4,0,1,1,0,0,0,1,0,0
698,4,431,0,2,0,1,1,0,1,0,0,0,0
550,4,118,0,1,0,0,1,0,1,0,0,0,0
474,5,613,0,2,0,1,1,0,1,0,0,0,0
398,2,58,0,2,1,0,1,0,1,0,0,0,0
597,2,505,0,2,0,0,1,0,0,1,0,0,0
330,4,1050,0,3,1,1,1,0,0,1,0,0,0
561,2,467,0,3,0,1,1,0,1,0,0,0,0
353,7,567,0,3,0,1,1,0,1,0,0,0,0
320,3,1477,0,3,0,1,1,0,1,0,0,0,0
372,1,832,0,1,0,0,1,0,0,0,1,0,0
424,2,109,0,1,0,0,1,0,0,0,0,1,0
490,5,626,0,1,0,0,0,1,0,1,0,0,0
547,3,362,0,2,0,1,0,1,0,1,0,0,0
64,1,185,0,0,1,0,1,0,0,0,0,1,0
338,5,835,0,1,1,1,1,0,0,0,1,0,0
421,1,390,0,0,0,0,1,0,1,0,0,0,0
801,7,1166,0,2,0,1,1,0,0,1,0,0,0
283,4,706,0,1,0,0,1,0,0,0,1,0,0
532,5,88,0,0,1,0,1,0,0,1,0,0,0
799,7,345,0,0,0,1,0,1,0,0,1,0,0
237,3,251,0,3,0,1,1,0,0,1,0,0,0
578,3,129,0,3,0,1,1,0,1,0,0,0,0
339,2,1288,0,2,0,1,0,1,0,0,1,0,0
399,1,380,0,1,1,0,1,0,1,0,0,0,0
339,3,759,0,1,1,0,1,0,1,0,0,0,0
353,2,1709,0,3,0,1,1,0,1,0,0,0,0
1044,3,626,0,3,0,1,1,0,0,1,0,0,0
668,1,238,0,2,0,0,1,0,1,0,0,0,0
720,5,1251,0,2,0,1,1,0,0,0,1,0,0
598,1,457,0,0,0,1,1,0,0,1,0,0,0
178,2,663,0,2,0,0,1,0,1,0,0,0,0
578,3,1858,0,1,0,0,1,0,1,0,0,0,0
714,3,537,0,1,0,0,0,1,0,0,1,0,0
329,2,326,0,3,0,1,1,0,1,0,0,0,0
693,6,1039,0,3,0,1,1,0,0,0,1,0,0
640,5,114,0,3,0,1,1,0,0,1,0,0,0
870,2,1960,0,1,0,0,1,0,0,0,1,0,0
416,1,1977,0,1,0,0,1,0,1,0,0,0,0
280,5,692,0,2,0,0,0,1,0,1,0,0,0
427,6,134,0,1,0,0,1,0,1,0,0,0,0
787,5,481,0,2,1,0,0,1,1,0,0,0,0
134,6,440,0,1,0,1,0,1,1,0,0,0,0
86,4,283,0,3,0,1,0,0,0,1,0,0,0
517,7,153,0,3,0,1,1,0,0,0,1,0,0
411,3,244,0,2,0,1,0,0,1,0,0,0,0
501,3,648,0,1,0,0,1,0,0,0,1,0,0
689,3,925,0,0,0,0,1,0,1,0,0,0,0
389,4,3113,0,1,0,0,1,0,1,0,0,0,0
125,4,194,0,1,1,0,0,0,0,1,0,0,0
908,4,182,0,2,0,0,1,0,0,0,0,1,0
300,4,99,0,0,0,0,1,0,1,0,0,0,0
288,3,2237,0,0,0,1,1,0,1,0,0,0,0
720,4,384,0,1,0,0,1,0,0,0,0,1,0
423,4,2061,0,0,0,1,1,0,0,1,0,0,0
487,5,1761,0,1,1,0,0,1,1,0,0,0,0
596,3,35,0,1,0,0,0,0,1,0,0,0,0
716,4,262,0,4,1,1,0,1,1,0,0,0,0
433,5,288,0,1,0,1,1,0,0,1,0,0,0
803,2,259,0,2,0,0,1,0,1,0,0,0,0
72,2,443,0,2,0,0,1,0,0,0,0,1,0
651,5,553,0,1,0,1,1,0,1,0,0,0,0
332,5,1135,0,1,0,0,1,0,0,1,0,0,0
774,3,249,0,2,0,0,0,1,1,0,0,0,0
528,6,283,0,0,0,0,1,0,1,0,0,0,0
365,6,730,0,2,1,0,0,1,0,1,0,0,0
632,4,158,0,2,0,0,0,1,1,0,0,0,0
678,5,512,0,3,0,1,1,0,1,0,0,0,0
628,2,231,0,2,0,0,0,0,1,0,0,0,0
294,3,176,0,1,0,1,0,1,1,0,0,0,0
403,5,1270,0,2,0,1,1,0,0,0,0,0,1
499,2,982,0,0,0,0,1,0,0,0,0,1,0
491,6,229,0,0,0,1,1,0,0,0,0,0,1
649,4,429,0,3,0,1,1,0,0,1,0,0,0
97,5,134,0,0,0,0,1,0,0,1,0,0,0
566,3,43,0,0,0,0,1,0,1,0,0,0,0
442,7,704,0,4,1,1,1,0,1,0,0,0,0
332,3,361,0,1,0,0,1,0,0,0,0,0,1
351,2,185,0,2,0,0,1,0,1,0,0,0,0
457,2,97,0,2,0,1,1,0,0,0,1,0,0
64,4,911,0,1,0,1,1,0,0,0,1,0,0
359,4,253,0,0,1,0,1,0,1,0,0,0,0
324,1,1903,0,0,0,0,1,0,0,0,0,1,0
606,4,171,0,1,0,0,0,1,1,0,0,0,0
338,3,223,0,3,0,1,1,0,0,0,0,1,0
456,4,1527,0,1,0,0,1,0,0,0,1,0,0
808,5,679,0,3,0,1,1,0,1,0,0,0,0
698,8,91,0,2,0,1,1,0,0,0,1,0,0
680,1,637,0,2,1,1,1,0,0,0,1,0,0
400,4,294,0,0,1,0,1,0,0,0,1,0,0
608,3,1068,0,2,0,0,0,1,1,0,0,0,0
453,1,64,0,2,0,1,0,1,0,0,1,0,0
460,5,1999,0,1,0,1,1,0,0,0,1,0,0
581,5,520,0,1,0,0,0,1,0,1,0,0,0
380,3,1060,0,0,0,0,1,0,0,0,1,0,0
798,1,975,0,1,0,0,0,1,1,0,0,0,0
467,7,157,0,1,0,1,1,0,1,0,0,0,0
623,7,1696,0,1,1,1,1,0,1,0,0,0,0
791,5,211,0,1,0,1,1,0,0,0,1,0,0
706,8,169,0,1,1,1,1,0,1,0,0,0,0
218,5,588,0,1,0,1,0,1,0,0,0,0,1
588,4,3335,0,0,1,1,1,0,0,0,0,0,1
670,6,300,0,1,0,1,1,0,1,0,0,0,0
678,5,2669,0,1,0,1,1,0,0,0,0,0,1
277,3,456,0,1,0,0,1,0,0,0,1,0,0
368,2,1439,0,2,0,0,1,0,0,0,1,0,0
698,5,603,0,2,0,1,0,0,0,1,0,0,0
347,3,183,0,1,1,0,0,1,0,0,1,0,0
440,4,1696,0,2,0,1,1,0,0,1,0,0,0
815,5,59,0,0,1,0,1,0,1,0,0,0,0
490,3,918,0,0,0,0,1,0,0,0,0,1,0
354,5,1421,0,1,0,0,0,1,1,0,0,0,0
324,5,1427,0,2,0,0,0,1,1,0,0,0,0
566,4,852,0,2,0,0,1,0,0,1,0,0,0
233,4,231,0,3,1,1,0,1,1,0,0,0,0
450,2,606,0,1,0,0,1,0,0,0,0,0,1
566,4,794,0,1,0,1,1,0,1,0,0,0,0
759,4,1763,0,1,0,0,0,1,1,0,0,0,0
633,1,139,0,1,0,1,1,0,1,0,0,0,0
357,3,500,0,1,0,1,1,0,1,0,0,0,0
735,3,324,0,2,1,0,1,0,1,0,0,0,0
440,4,446,0,2,0,0,1,0,0,0,1,0,0
252,3,161,0,0,0,0,1,0,1,0,0,0,0
465,5,196,0,1,1,0,0,1,0,0,1,0,0
787,1,1175,0,2,0,0,1,0,0,0,0,0,1
533,10,520,0,2,0,1,0,1,0,0,0,1,0
502,3,577,0,2,0,0,1,0,0,0,1,0,0
827,8,1822,0,0,0,1,1,0,1,0,0,0,0
213,2,219,0,1,0,1,0,0,1,0,0,0,0
242,2,319,0,1,0,0,1,0,1,0,0,0,0
176,5,295,0,2,0,0,1,0,0,1,0,0,0
574,3,861,0,0,0,0,1,0,0,1,0,0,0
533,7,661,0,2,0,1,1,0,0,0,1,0,0
808,2,510,0,0,1,0,1,0,0,0,1,0,0
548,6,882,0,1,0,0,0,1,1,0,0,0,0
419,5,529,0,0,0,0,0,0,1,0,0,0,0
500,4,1354,0,1,0,0,1,0,1,0,0,0,0
523,3,422,0,2,0,0,0,1,0,0,1,0,0
165,1,1770,0,1,0,0,0,1,0,0,0,1,0
1042,1,101,0,3,0,1,0,1,0,0,1,0,0
603,6,78,0,1,0,1,1,0,0,0,0,0,1
542,4,852,0,1,0,0,1,0,1,0,0,0,0
623,5,395,0,2,0,0,1,0,1,0,0,0,0
641,5,486,0,1,1,1,1,0,0,0,0,0,1
471,1,952,0,2,0,1,1,0,1,0,0,0,0
373,6,193,0,3,0,1,1,0,0,0,1,0,0
619,4,35,0,1,1,1,1,0,0,0,1,0,0
577,3,462,0,2,0,1,1,0,1,0,0,0,0
338,6,1800,0,1,0,0,1,0,1,0,0,0,0
783,4,479,0,2,1,0,1,0,0,0,1,0,0
558,5,678,0,2,0,1,0,1,0,0,0,0,1
645,4,186,0,1,0,1,1,0,0,0,1,0,0
778,5,499,0,3,0,1,0,1,0,0,1,0,0
504,2,524,0,4,1,1,0,0,0,0,1,0,0
563,5,214,0,1,0,1,0,1,1,0,0,0,0
662,2,143,0,0,0,1,0,1,1,0,0,0,0
355,5,344,0,2,0,0,0,1,0,0,1,0,0
510,2,31,0,0,0,0,1,0,1,0,0,0,0
525,3,145,0,0,0,0,0,0,0,0,0,1,0
308,2,1051,0,1,0,0,0,1,1,0,0,0,0
963,2,837,0,2,0,0,0,1,0,0,0,0,1
218,4,300,0,1,0,0,1,0,1,0,0,0,0
240,2,640,0,1,0,0,1,0,1,0,0,0,0
762,6,1414,0,1,0,1,1,0,1,0,0,0,0
642,8,1461,0,0,0,1,1,0,0,1,0,0,0
294,5,849,0,3,0,1,0,1,1,0,0,0,0
621,4,105,0,1,1,0,1,0,1,0,0,0,0
793,1,142,0,1,0,1,1,0,1,0,0,0,0
493,4,275,0,2,0,0,1,0,1,0,0,0,0
1019,5,888,0,2,0,0,1,0,1,0,0,0,0
155,7,238,0,0,0,1,1,0,1,0,0,0,0
638,10,499,0,0,0,1,1,0,1,0,0,0,0
733,6,1396,0,1,0,0,1,0,1,0,0,0,0
678,3,1778,0,2,0,1,1,0,0,0,1,0,0
459,6,1458,0,1,0,0,1,0,0,0,1,0,0
441,3,99,0,1,0,1,0,1,1,0,0,0,0
588,3,1933,0,0,0,0,0,1,0,1,0,0,0
663,2,921,0,1,0,0,0,1,1,0,0,0,0
620,4,771,0,1,0,0,1,0,0,0,1,0,0
708,8,227,0,3,0,1,1,0,1,0,0,0,0
296,5,2107,0,1,0,0,1,0,0,1,0,0,0
454,2,14,0,2,1,0,0,0,0,0,0,0,1
311,2,68,0,1,0,1,0,1,1,0,0,0,0
422,5,133,0,0,0,1,1,0,0,0,0,0,1
703,4,947,0,0,0,0,0,1,1,0,0,0,0
521,3,780,0,1,0,0,1,0,0,1,0,0,0
1021,5,2315,0,3,0,1,1,0,0,0,0,1,0
538,4,343,0,1,0,0,1,0,0,0,1,0,0
511,3,341,0,2,0,0,1,0,1,0,0,0,0
521,6,885,0,1,0,0,1,0,1,0,0,0,0
372,5,153,0,2,0,1,0,1,0,1,0,0,0
488,2,498,0,2,0,0,1,0,1,0,0,0,0
725,5,12,0,1,0,0,1,0,1,0,0,0,0
522,3,717,0,0,0,0,0,1,0,1,0,0,0
341,3,1225,0,0,0,0,1,0,0,1,0,0,0
314,4,182,0,1,1,0,1,0,1,0,0,0,0
409,9,293,0,1,0,1,1,0,1,0,0,0,0
514,1,113,0,0,0,0,1,0,1,0,0,0,0
738,2,765,0,0,0,0,1,0,0,0,1,0,0
231,4,664,0,2,0,0,1,0,1,0,0,0,0
436,7,1400,0,4,0,1,1,0,0,0,0,1,0
528,4,2814,0,3,1,1,1,0,1,0,0,0,0
133,2,3290,0,3,1,1,0,1,0,0,1,0,0
333,4,90,0,0,1,0,0,1,1,0,0,0,0
364,5,644,0,0,1,1,0,1,1,0,0,0,0
340,2,1247,0,2,1,0,1,0,1,0,0,0,0
538,5,860,0,3,0,1,1,0,1,0,0,0,0
467,4,1818,0,1,0,0,0,1,1,0,0,0,0
388,3,466,0,1,0,1,1,0,1,0,0,0,0
585,3,445,0,1,0,0,1,0,0,0,1,0,0
844,6,21,0,0,0,0,0,1,0,0,1,0,0
827,3,12,0,1,1,1,1,0,1,0,0,0,0
115,5,943,0,1,0,1,1,0,1,0,0,0,0
615,3,510,0,2,0,0,0,1,0,1,0,0,0
464,6,863,0,2,0,0,0,1,1,0,0,0,0
531,5,217,0,2,0,0,1,0,1,0,0,0,0
420,4,1590,0,0,0,1,1,0,1,0,0,0,0
523,7,1865,0,2,0,1,1,0,1,0,0,0,0
530,4,868,0,1,1,0,0,1,0,0,1,0,0
384,3,260,0,2,1,1,1,0,0,0,1,0,0
320,4,194,0,1,1,0,1,0,0,1,0,0,0
410,4,785,0,1,1,0,0,0,1,0,0,0,0
546,5,2261,0,3,0,1,1,0,1,0,0,0,0
619,4,690,0,3,0,1,0,1,0,0,1,0,0
670,8,1462,0,3,0,1,0,0,1,0,0,0,0
401,4,666,0,2,0,0,1,0,1,0,0,0,0
556,7,898,0,2,0,1,0,1,0,0,1,0,0
692,7,671,0,1,0,1,1,0,1,0,0,0,0
733,9,685,0,3,1,1,0,1,0,1,0,0,0
488,6,1075,0,1,0,1,0,1,0,1,0,0,0
455,6,403,0,2,0,0,1,0,1,0,0,0,0
538,8,1874,0,3,0,1,0,1,1,0,0,0,0
270,5,1593,0,1,1,1,0,1,0,0,0,0,1
461,3,1033,0,3,1,1,1,0,0,0,1,0,0
648,6,1088,0,3,0,1,1,0,0,0,0,0,1
628,2,426,0,0,0,0,1,0,0,0,1,0,0
445,3,1429,0,1,0,1,1,0,1,0,0,0,0
543,7,2157,0,3,0,1,0,0,0,0,1,0,0
335,6,1268,0,0,1,0,0,1,0,0,0,1,0
640,2,114,0,1,0,0,1,0,0,0,1,0,0
484,1,1235,0,2,0,0,1,0,1,0,0,0,0
444,1,499,0,1,0,0,1,0,1,0,0,0,0
427,3,750,0,2,0,1,1,0,0,0,1,0,0
487,3,3782,0,3,0,1,1,0,1,0,0,0,0
410,1,356,0,1,0,0,1,0,1,0,0,0,0
631,3,342,0,1,1,0,1,0,0,0,1,0,0
420,5,244,0,2,0,0,0,0,1,0,0,0,0
818,3,108,0,1,1,0,1,0,0,0,1,0,0
793,4,147,0,1,0,0,1,0,1,0,0,0,0
321,3,577,0,2,0,0,1,0,0,1,0,0,0
513,4,1924,0,3,0,1,0,0,1,0,0,0,0
369,7,1328,0,1,0,1,0,1,1,0,0,0,0
434,3,161,0,2,0,0,0,1,1,0,0,0,0
900,1,659,0,2,0,0,1,0,0,0,1,0,0
438,3,1501,0,2,0,1,1,0,0,0,0,1,0
572,3,620,0,2,1,0,1,0,1,0,0,0,0
608,2,1939,0,2,1,0,1,0,1,0,0,0,0
299,4,1907,0,0,0,1,1,0,1,0,0,0,0
328,3,342,0,2,0,0,0,1,1,0,0,0,0
258,6,1656,0,0,0,0,1,0,0,0,1,0,0
322,4,703,0,2,0,0,1,0,1,0,0,0,0
64,4,522,0,2,0,1,0,1,0,0,1,0,0
608,3,1190,0,1,0,0,1,0,0,0,1,0,0
910,4,1247,0,2,1,0,1,0,1,0,0,0,0
529,3,900,0,3,0,1,1,0,1,0,0,0,0
216,8,1332,0,3,0,1,1,0,0,0,0,1,0
371,7,2419,0,1,0,1,0,1,1,0,0,0,0
408,4,1651,0,1,0,1,1,0,0,0,0,1,0
296,2,61,0,2,0,0,0,1,0,0,1,0,0
672,3,1517,0,1,0,1,0,1,1,0,0,0,0
662,2,1216,0,0,1,0,0,1,1,0,0,0,0
268,7,2091,0,0,0,1,1,0,1,0,0,0,0
645,1,1076,0,1,0,0,1,0,0,0,1,0,0
805,1,1682,0,5,1,1,1,0,1,0,0,0,0
880,2,8,0,1,0,0,1,0,1,0,0,0,0
1073,4,3046,0,0,0,0,0,1,1,0,0,0,0
319,2,169,0,1,0,0,1,0,0,1,0,0,0
1064,3,1597,0,1,1,0,0,1,0,1,0,0,0
429,6,2122,0,1,0,0,1,0,0,0,1,0,0
381,4,1,0,1,0,0,1,0,0,0,1,0,0
565,13,1959,0,3,0,1,0,1,1,0,0,0,0
383,6,1413,0,0,0,0,1,0,1,0,0,0,0
579,3,2045,0,2,0,0,0,1,1,0,0,0,0
235,5,155,0,0,0,0,1,0,1,0,0,0,0
452,5,1202,0,0,0,0,0,1,1,0,0,0,0
757,5,534,0,1,1,0,1,0,0,0,0,1,0
488,5,238,0,3,0,1,0,1,1,0,0,0,0
528,5,1129,0,2,0,0,1,0,1,0,0,0,0
595,7,512,0,2,0,1,1,0,1,0,0,0,0
734,6,1841,0,0,0,0,0,1,0,0,1,0,0
168,6,992,0,2,0,0,0,1,1,0,0,0,0
616,1,119,0,1,0,0,1,0,1,0,0,0,0
446,7,230,0,1,0,1,1,0,0,1,0,0,0
533,5,245,0,0,1,0,1,0,0,1,0,0,0
711,5,337,0,3,0,1,1,0,0,0,1,0,0
261,3,878,0,1,0,0,0,1,1,0,0,0,0
297,2,1797,0,2,0,0,1,0,1,0,0,0,0
112,4,720,0,2,1,1,1,0,1,0,0,0,0
390,3,1114,0,2,0,0,1,0,1,0,0,0,0
766,2,304,0,3,0,1,1,0,0,1,0,0,0
475,5,591,0,2,0,0,0,1,1,0,0,0,0
231,3,561,0,2,1,0,0,0,1,0,0,0,0
402,8,966,0,2,0,1,1,0,1,0,0,0,0
202,6,583,0,2,0,0,0,1,1,0,0,0,0
274,5,325,0,3,0,1,1,0,1,0,0,0,0
577,9,223,0,1,0,1,1,0,0,0,1,0,0
265,5,235,0,0,1,0,1,0,1,0,0,0,0
722,5,3165,0,0,0,1,1,0,0,0,0,0,1
485,1,353,0,2,0,0,1,0,1,0,0,0,0
517,4,1314,0,3,0,1,1,0,1,0,0,0,0
444,2,59,0,0,0,0,0,1,0,0,1,0,0
654,3,75,0,0,0,0,0,1,0,0,0,1,0
656,3,927,0,0,0,0,0,0,0,1,0,0,0
567,4,488,0,1,0,0,1,0,0,0,0,1,0
612,7,1699,0,0,0,1,1,0,1,0,0,0,0
457,5,1585,0,1,0,0,1,0,1,0,0,0,0
608,1,1127,0,1,0,1,1,0,1,0,0,0,0
432,5,1351,0,1,1,0,1,0,1,0,0,0,0
500,7,1635,0,2,0,1,1,0,1,0,0,0,0
445,3,1224,0,2,0,1,1,0,1,0,0,0,0
408,3,598,0,0,0,0,1,0,1,0,0,0,0
362,5,246,0,2,0,0,1,0,1,0,0,0,0
593,2,1238,0,2,0,0,1,0,1,0,0,0,0
762,3,305,0,2,0,0,1,0,1,0,0,0,0
734,2,224,0,2,0,0,1,0,0,1,0,0,0
248,4,150,0,1,0,0,0,1,0,1,0,0,0
757,3,789,0,1,1,0,1,0,0,0,0,0,1
436,4,222,0,3,0,1,0,1,0,1,0,0,0
620,2,375,0,3,0,1,1,0,0,1,0,0,0
318,3,987,0,1,0,1,1,0,0,0,1,0,0
528,1,1263,0,1,0,0,0,1,1,0,0,0,0
562,3,302,0,0,0,1,1,0,0,0,0,1,0
203,5,1480,0,2,1,1,1,0,1,0,0,0,0
621,3,47,0,2,0,1,0,1,0,0,1,0,0
769,5,3407,0,2,0,0,1,0,1,0,0,0,0
465,6,431,0,0,0,0,1,0,1,0,0,0,0
772,7,314,0,0,1,1,0,1,1,0,0,0,0
462,3,2058,0,3,0,1,0,1,1,0,0,0,0
